id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
mdp.39015078251629,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",pt.1 v.2,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015078251637,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",pt.1 v.3,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015014918463,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",v.1 pt.1,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015014918471,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",v.2 pt.1,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015014918489,9999,"Harrap's standard German and English dictionary, edited by Trevor Jones.",v.3 pt.1,Harrap [1963-,German,stan1295,German,stan1295,NA,mdp.49015002912831,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x001357527,1987,Harrap's visual French-English dictionary.,NA,"Harrap, c1987.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015037829093,1996,Hausa-English/English-Hausa dictionary / by Nicholas Awde.,NA,"Hippocrene Books, c1996.",Hausa,haus1257,Hausa,haus1257,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x001189879,1959,Hausa English pocket dictionary. Kamus na Hausa da turanci.,NA,"Longmans, Green and Co. [c1959]",Hausa,haus1257,Hausa,haus1257,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015012867613,1986,"Hawaiian dictionary : Hawaiian-English, English-Hawaiian / Mary Kawena Pukui, Samuel H. Elbert.",NA,"University of Hawaii Press, c1986.",Hawaiian,hawa1245,Hawaiian,hawa1245,mdp.39015012867613,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.32044005154612,1905,"Heath's French and English dictionary. Compiled from the best authorities in both languages. Rev. and considerably enl. by James Boielle, aided by de V. Payen-Payne.",NA,"D. C. Heath [1905, c1903]",French,stan1290,French,stan1290,hvd.32044005154612,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.fl1c42,1909,"Heath's German and English dictionary, comp. from the best authorities in both languages, rev. and considerably enl. by Karl Breul ...",NA,D.C. Heath & Co. [pref. 1909],German,stan1295,German,stan1295,hvd.fl1c42,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015016034327,1932,"Heath's new French and English, French-English, English-French, dictionary, with pronunciation based on the system of the Association phonétique internationale; edited by Ernest A. Baker with an introduction by Alexander Green.",NA,D. C. Heath and company [c1932],French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015011238717,1939,"Heath's new German and English dictionary, with a phonetic key to pronunciation, by Karl Breul ... Rev. and enl. by J. Heron Lepper, B. A., and Rudolf Kottenhahn.",NA,D. C. Heath and company [1939],German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000049692693,1962,"Heath's standard French and English dictionary,",pt.1,Heath [1961-62],French,stan1290,French,stan1290,pst.000049692693,pst.000049692693,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000049692686,1962,"Heath's standard French and English dictionary,",pt.2,Heath [1961-62],French,stan1290,French,stan1290,pst.000049692693,pst.000049692693,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x001783690,1989,Highland East Cushitic dictionary / Grover Hudson.,NA,"H. Buske, c1989.",Highland East Cushitic,high1285,Highland East Cushitic,sida1246,NA,NA,Sidamo,https://glottolog.org/resource/reference/id/117067,NA,x-english (and english-x),NA,NA,NA,1
uc1.32106011561237,1995,"Highlander Polish-English, English-Highlander Polish dictionary / Jan Gutt-Mostowy ; translated by Mirosław Lipiński ; preface Thaddeus V. Gromada",NA,"Hippocrene Books, 1995",Polish,poli1260,Polish,poli1260,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x001928415,1971,"Hiligaynon dictionary, by Cecile Motus.",NA,"University of Hawaii Press, 1971.",Hiligaynon,hili1240,Hiligaynon,hili1240,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
coo.31924099174934,1917,"Hill's Flemish-English and English-Flemish vest-pocket dictionary : with conversations and idioms : Vlaamsch Engelsch, Elgelsch Vlaamsch woordenboek / by E.V. Bisschop.",NA,"Leopold B. Hill, 1917.",Önge,onge1236,Flemish,vlaa1240,NA,NA,Western Flemish,https://glottolog.org/resource/languoid/id/vlaa1240,NA,x-english (and english-x),NA,NA,1,NA
hvd.hn6guw,1898,"Hill's French-English and English-French vest-pocket dictionary, with conversations and idioms by C.M. Stevans.",NA,"David McKay, 1898.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
coo.31924026731962,1919,"Hill's modern pronouncing dictionary of the English and Russian languages, compiled by A.P. Roshdestvensky ... and A.M. Shapiro ...",v.1-2,"L.B. Hill, 1919.",Russian,russ1263,Russian,russ1263,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uiug.30112102116354,1970,Hill's Portuguese-English and English-Portuguese vest-pocket dictionary and self-instructor with conversations and idioms / compiled by Leonora De Alberti.,NA,"David McKay, [19--]",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uiuo.ark:/13960/t7xm3g38f,1900,"Hill's vest-pocket Latin-English and English-Latin dictionary : with rules, declensions, conjugations, and Latin idioms, phrases, and proverbs / comp. by L. Brent Vaughan.",NA,"David McKay, 1900.",Latin,lati1261,Latin,lati1261,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015024719513,1986,"Hindī-Aṅgrezī kośa = Hindi-English dictionary / sampādaka Esa. Mahāliṅgama, Bī. Ema. Kr̥shṇasvāmī.",NA,"Dakshiṇa Bhārata Hindī Pracāra Sabhā, 1986.",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nnc1.cu58922091,1863,"Hindi dictionary, for the use of schools.",NA,"Calcutta School-book and Vernacular Literature Society, 1863.",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015021842094,1990,"Hindi-English dictionary / R.C. Tiwari, R.S. Sharma & Krishna Vikal.",NA,"Hippocrene Books, [1990?]",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b3198048,1977,"Hindi-English dictionary, with pronunciations / M.B.Trailokya.",NA,"Ess Ess Publications, 1977.",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.c077052874,1825,"[Hindoostanee phillology : comprising a dictionary, English and Hindoostanee / John Borthwick Gilchrist.",NA,"s.n., 18--]",Bor,borr1242,Hindoostanee,hind1270,NA,NA,Hindustani,https://en.wiktionary.org/wiki/Hindoostanee,NA,english-x,NA,checked the dictionary and decided to keep,1,1
uc2.ark:/13960/t2b857f38,1825,"Hindoostanee philology; comprising a dictionary, English and Hindoostanee; with a grammatical introduction. To which is prefixed a copper-plate, exhibiting a comparative view of the roman and oriental characters used in the Hindoostanee language. Volume I. By John Borthwick Gilchrist.",NA,"Kingsbury, Parbury, and Allen, 1825.",Bor,borr1242,Hindoostanee,hind1270,NA,NA,Hindustani,https://en.wiktionary.org/wiki/Hindoostanee,NA,x-english (and english-x),NA,NA,1,1
mdp.39076002053465,1999,"Hippocrene children's illustrated Polish dictionary : English-Polish, Polish-English.",NA,"Hippocrene Books, c1999.",Polish,poli1260,Polish,poli1260,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106010005764,1994,"Hippocrene concise dictionary, Japanese-English/English-Japanese (romanized) / Ikuko Anjo.",NA,"Hippocrene Books, 1994.",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.49015002910132,1987,"Hippocrene practical dictionaries : Portuguese-English, English-Portuguese.",NA,"Hippocrene Books, 1987.",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015021877116,1991,"Hippocrene practical English-Hebrew, Hebrew-English conversational dictionary : romanized / David C. Gross.",NA,"Hippocrene Books, c1991.",NA,NA,Hebrew,hebr1245,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.c023121257,1983,Ṭhūlo Nepālī-Nepālī-Aṅgrejī kośa = Nepali-Nepali-English dictionary / Pārasamaṇi Pradhāna ra Nagendramaṇi Pradhāna saṅkalita.,NA,"Bhāgyamaṇi Prakāśana, 1983.",Nepali,nepa1254,Nepali,nepa1254,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x000740995,1978,Ho-English dictionary / J. Deeney.,NA,"Xavier Ho Publications, [pref. 1978]",NA,NA,Ho,hooo1248,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b3832534,1955,Holt Spanish and English dictionary. Diccionario inglés y español.,NA,Holt [c1955],Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.l0091398990,2002,Hornjoserbsko-jendźelski słownik = Upper Sorbian-English dictionary / Gerald Stone.,NA,"Ludowe nakładnistwo Domovina, 2002.",Upper Sorbian,uppe1395,Upper Sorbian,uppe1395,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015030054418,1881,H. Picard's Pocket dictionary of the English-Dutch and Dutch-English languages : remodelled and corrected from the best authorities.,NA,"G.B. van Goor Xonen, [1881]",Picard,pica1241,Dutch,dutc1256,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015078252189,1965,"Hrobak's English-Slovak dictionary,unabridged.",NA,"Speller, 1965.",Slovak,slov1269,Slovak,slov1269,mdp.39015078252189,NA,NA,NA,NA,english-x,NA,NA,1,NA
coo.31924026641609,1903,Hrvatsko-englezki razgovori i riječnik. Croatian-English dialogue and dictionary.,NA,"J. Marochnich, 1903.",NA,NA,Croatian,sout1528,NA,NA,Serbian-Croatian-Bosnian,https://en.wikipedia.org/wiki/Croatian_language,NA,x-english (and english-x),NA,checked the dictionary and decided to keep (dictionary pages:105-248),1,NA
umn.31951p00986503k,1975,Høst's engelsk-danske og dansk-engelske lommeordbog = Høst's English-Danish and Danish-English pocket dictionary / rev. og udvidet af David Hohnen.,NA,"Høst, 1975, c1966.",Danish,dani1285,Danish,dani1285,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015040646930,1991,Hua-English dictionary with an English-Hua index / John Haiman.,NA,"Otto Harrassowitz, 1991.",Hua:ǂHua:Hua (Yagaria),huaa1247:huaa1249:huaa1250,Hua,yaga1260,NA,NA,Yagaria,https://wals.info/languoid/lect/wals_code_hua,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015028358631,1931,"Hua yu xu zhi. : Practical chinese, including a topical dictionary of 5000 everyday terms / by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.,华语须知. Practical chinese, including a topical dictionary of 5000 everyday terms, by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.",NA,"H. Vetch, 1931.",Hua:ǂHua:Hua (Yagaria),huaa1247:huaa1249:huaa1250,Chinese,mand1415,mdp.39015028358631,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015005306769,1931,"Hua yu xu zhi. : Practical chinese, including a topical dictionary of 5000 everyday terms / by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.,华语须知. Practical chinese, including a topical dictionary of 5000 everyday terms, by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.",v.1,"H. Vetch, 1931.",Hua:ǂHua:Hua (Yagaria),huaa1247:huaa1249:huaa1250,Chinese,mand1415,mdp.39015028358631,mdp.39015028358631,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015005306850,1931,"Hua yu xu zhi. : Practical chinese, including a topical dictionary of 5000 everyday terms / by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.,华语须知. Practical chinese, including a topical dictionary of 5000 everyday terms, by Harry S. Aldrich ... with a foreword by H.E. Mr. Nelson Trusler Johnson.",v.2,"H. Vetch, 1931.",Hua:ǂHua:Hua (Yagaria),huaa1247:huaa1249:huaa1250,Chinese,mand1415,mdp.39015028358631,mdp.39015028358631,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x000836031,1930,"Hugo's pocket dictionary, Spanish-English and English-Spanish;",NA,"David McKay company, c1930.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31378007445995,1979,"Hungarian-English dictionary, 2d pt. Magyar-angol szótár. Második kötet. Az egyedül valódi megbizható Bizonfy-szótár, by Franz de Paula Bizonfy.",NA,Szabadság [19--?],Hungarian,hung1274,Hungarian,hung1274,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015035009649,1991,"Hungarian-English standard dictionary / [edited] by T. Magay, L. Kiss.",NA,"Hippocrene Books ; Akadémiai Kiadó, c1991",Hungarian,hung1274,Hungarian,hung1274,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.l0093732089,1991,"Hyōon shō Ei-Wa = Sanseido pocket English-Japanese dictionary with self-pronouncing entry words / Sanseidō Henshūjo hen.,表音小英和 = Sanseido pocket English-Japanese dictionary with self-pronouncing entry words / 三省堂編修所編.",NA,"Sanseidō, 1991., 三省堂, 1991.",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
uva.x001183557,1985,Ibibio dictionary / Elaine Marlowe Kaufman.,NA,"Cross River State University and Ibibio Language Board, in cooperation with African Studies Centre, Leiden, the Netherlands, c1985.",Ibibio,ibib1240,Ibibio,ibib1240,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
umn.31951d029258128,2009,Ichishkíin sínwit : Yakama/Yakima Sahaptin dictionary / Virginia Beavert and Sharon Hargus.,NA,"Heritage University ; In association with the University of Washington Press, ©2009.",Sahaptin,saha1240,Yakima,yaki1237,NA,NA,Northwest Sahaptin,https://glottolog.org/resource/reference/id/324669,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015046445790,1978,Ifugaw-English dictionary / by Frans Hubert Lambrecht.,NA,"Catholic Vicar Apostolic of the Mountain Province, 1978.",Ifugaw,ifug1247,Ifugaw,tuwa1243,NA,NA,Tuwali Ifugao,https://glottolog.org/resource/reference/id/476686,NA,x-english (and english-x),NA,NA,1,NA
uva.x000430638,1968,Igbo: a learner's dictionary [by] Beatrice F. Welmers and William E. Welmers.,NA,"[African Studies Center, University of California] 1968.",Igbo,nucl1417,Igbo,nucl1417,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
inu.30000086883075,2001,Igbo-English dictionary : a comprehensive dictionary of the Igbo language with an English-Igbo index / Michael J.C. Echeruo.,NA,"Longman Nigeria, 2001.",Igbo,nucl1417,Igbo,nucl1417,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015066373864,1971,"Iṅgrisi-Siṃhala śabda kōṣaya. English-Sinhalese dictionary, by G.P. Malalasekera.",NA,(M. D. Gunasena) [1971],Malal,mala1470,Sinhalese,sinh1246,mdp.39015066373864,NA,Sinhala,https://glottolog.org/resource/reference/id/152805,NA,english-x,NA,NA,1,NA
mdp.39015066859490,2005,Illustrated Hawaiian dictionary / by Kahikāhealani Wight ; illustrated by Robin Yoko Racoma.,NA,"Bess Press, c2005.",Hawaiian,hawa1245,Hawaiian,hawa1245,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015041475958,1910,"Illustrated practical dictionary : English-Armenian / Z.D.S. Papazian = Patkerazard gortsnakan baṛaran : Anglierēnē hayerēn / Z.T.S. Pʻapʻazean.,Illustrated practical dictionary : English-Armenian / Z.D.S. Papazian = Պատկերազարդ գործնական բառարան : Անգլիերէնէ հայերէն / Զ.Տ.Ս. Փափազեան.",NA,"Tpagrutʻiwn H. Mattʻēosean, 1910., Տպագրութիւն Հ. Մատթէոսեան, 1910.",NA,NA,Armenian,nucl1235,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
mdp.39015023997243,1977,"Illustrated topical dictionary of the Western Desert language : Warburton Ranges dialect, Western Australia / W. H. Douglas.",NA,"Australian Institute of Aboriginal Studies, 1977.",Western A80,west2967,Western Desert language,ngaa1240,NA,NA,Ngaanyatjarra,https://glottolog.org/resource/reference/id/163224,NA,x-english (and english-x),NA,NA,NA,1
uc1.32106009924439,1986,Il nuovo Ragazzini/Biagi concise dizionario inglese e italiano = Italian and English dictionary / di Giuseppe Ragazzini e Adele Biagi.,NA,"Zanichelli ; Longman, c1986.",Italian,ital1282,Italian,ital1282,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x004477031,2000,"Ilocano dictionary and grammar : Ilocano-English, English-Ilocano / Carl Ralph Galvez Rubino.",NA,"University of Hawai'i Press, c2000.",Gal,gall1278,Ilocano,ilok1237,NA,NA,Iloko,https://wals.info/languoid/lect/wals_code_ilo,NA,x-english (and english-x),NA,probably ok,1,NA
uva.x001645460,1971,Ilokano dictionary.,NA,"University of Hawaii Press, 1971.",NA,NA,Ilokano,ilok1237,NA,NA,Iloko,https://glottolog.org/resource/reference/id/570098,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015029914390,1959,"Iloko-English dictionary. Andrés Carro's Vocabulario iloco-español, translated, augm. and rev. by Morice Vanoverbergh.",NA,[Printed and edited by the Catholic School Press. 195-],Iloko,ilok1237,Iloko,ilok1237,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31822005301288,9999,Improved modern pocket dictionary of the French and English languages for the everyday purposes of travelers and students / by Ferdinand E.A. Gasc,NA,"H. Holt, [date of publication not identified]",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.49015002913359,1990,"Indonesian-English, English-Indonesian dictionary / Helen L. Johnson, Rossall J. Johnson.",NA,"Hippocrene Books, 1990.",Hele,hele1239,Indonesian,indo1316,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.30000060652934,1996,Inglisur-kʻartʻuli da kʻartʻul-inglisuri lekʻsikoni  / šemdgeneli Soso Čanturia = English-Georgian and Georgian-English Dictionary / Soso Chanturia.,NA,"G. Tabiżis saxelobis saakʻcʻio sazogadoeba ""Stambis"" gamomcʻemlo cʻentri, 1996.",Georgian,nucl1302,Georgian,nucl1302,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015014576188,1975,"Inglisur-kʻartʻuli lekʻsikoni = English-Georgian dictionary / shemdgenlebi, Tʻamar da Isidore Gvarjalażeebi.,ინგლისურ-ქართული ლექსიკონი = English-Georgian dictionary / სჰემდგენლები, თამარ და ისიდორე გვარჯალაძეები.",NA,"Sabchʻotʻa Sakʻartʻvelo, 1975., საბწჰჸოთა საქართველო, 1975.",Georgian,nucl1302,Georgian,nucl1302,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
