glottocode,word,sum_count,glottolog_langname
indo1316,bait,105,Standard Indonesian
indo1316,bin,105,Standard Indonesian
indo1316,tuna,105,Standard Indonesian
iris1253,bum,105,Irish
ital1282,digestive,105,Italian
mand1415,logo,105,Mandarin Chinese
minn1241,chat,105,Min Nan Chinese
olde1238,rod,105,Old English (ca. 450-1100)
olde1238,timber,105,Old English (ca. 450-1100)
oldf1239,noble,105,Old French (842-ca. 1400)
oldf1239,office,105,Old French (842-ca. 1400)
poli1260,baron,105,Polish
poli1260,gale,105,Polish
poli1260,taxi,105,Polish
port1283,agricultural,105,Portuguese
port1283,banal,105,Portuguese
port1283,ether,105,Portuguese
port1283,organize,105,Portuguese
port1283,packet,105,Portuguese
roma1327,confident,105,Romanian
roma1327,federal,105,Romanian
roma1327,flux,105,Romanian
roma1327,tact,105,Romanian
roma1327,tom,105,Romanian
sout1528,cement,105,Serbian-Croatian-Bosnian
sout1528,mile,105,Serbian-Croatian-Bosnian
sout1528,ore,105,Serbian-Croatian-Bosnian
sout1528,pita,105,Serbian-Croatian-Bosnian
stan1288,conceptual,105,Spanish
stan1288,hormone,105,Spanish
stan1290,ambivalence,105,French
stan1290,continents,105,French
stan1295,grandiose,105,German
stan1306,bias,105,Standard Malay
swed1254,bona,105,Swedish
swed1254,sensation,105,Swedish
swed1254,suck,105,Swedish
taga1270,hay,105,Tagalog
taga1270,motor,105,Tagalog
taga1270,peso,105,Tagalog
dani1285,association,104,Danish
dani1285,ran,104,Danish
dutc1256,boys,104,Dutch
dutc1256,drug,104,Dutch
finn1318,pop,104,Finnish
finn1318,ski,104,Finnish
indo1316,magnet,104,Standard Indonesian
indo1316,radiator,104,Standard Indonesian
ital1282,mafia,104,Italian
ital1282,repulsive,104,Italian
lati1261,adoptive,104,Latin
lati1261,commemorate,104,Latin
lati1261,lichen,104,Latin
latv1249,pats,104,Latvian
mand1436,bee,104,Mandinka
mars1254,mat,104,Marshallese
midd1317,history,104,Middle English
oldf1239,large,104,Old French (842-ca. 1400)
poli1260,casting,104,Polish
poli1260,cholera,104,Polish
poli1260,pros,104,Polish
port1283,chi,104,Portuguese
port1283,medieval,104,Portuguese
port1283,soprano,104,Portuguese
roma1327,corner,104,Romanian
roma1327,decline,104,Romanian
roma1327,prudent,104,Romanian
roma1327,pupil,104,Romanian
stan1288,doorman,104,Spanish
stan1288,guerrillas,104,Spanish
stan1288,remake,104,Spanish
stan1290,condominium,104,French
stan1290,invites,104,French
stan1290,ranges,104,French
stan1295,dimensional,104,German
swah1253,pea,104,Swahili
swed1254,arts,104,Swedish
swed1254,brass,104,Swedish
swed1254,orange,104,Swedish
swed1254,permanent,104,Swedish
swed1254,reception,104,Swedish
swed1254,sprang,104,Swedish
tokp1240,sip,104,Tok Pisin
wels1247,anthem,104,Welsh
yoru1245,were,104,Yoruba
dani1285,garden,103,Danish
dani1285,park,103,Danish
dutc1256,boring,103,Dutch
dutc1256,guts,103,Dutch
hung1274,papa,103,Hungarian
hung1274,reflex,103,Hungarian
hung1274,revolver,103,Hungarian
indo1316,mayor,103,Standard Indonesian
ital1282,dominate,103,Italian
ital1282,plasma,103,Italian
ital1282,sedate,103,Italian
lati1261,constituent,103,Latin
lati1261,corrosive,103,Latin
olde1238,lust,103,Old English (ca. 450-1100)
oldf1239,fame,103,Old French (842-ca. 1400)
oldf1239,language,103,Old French (842-ca. 1400)
poli1260,tablet,103,Polish
port1283,flora,103,Portuguese
port1283,tales,103,Portuguese
roma1327,actual,103,Romanian
roma1327,bind,103,Romanian
roma1327,extravagant,103,Romanian
roma1327,ironic,103,Romanian
roma1327,strident,103,Romanian
scot1245,cab,103,Scottish Gaelic
slov1268,star,103,Slovenian
sout1528,gate,103,Serbian-Croatian-Bosnian
sout1528,lane,103,Serbian-Croatian-Bosnian
stan1288,info,103,Spanish
stan1288,scanner,103,Spanish
stan1288,singles,103,Spanish
stan1290,rifles,103,French
stan1290,silicone,103,French
swah1253,perform,103,Swahili
swed1254,deg,103,Swedish
swed1254,region,103,Swedish
swed1254,stump,103,Swedish
taga1270,gets,103,Tagalog
taga1270,normal,103,Tagalog
tokp1240,bun,103,Tok Pisin
czec1258,region,102,Czech
dani1285,handling,102,Danish
dani1285,information,102,Danish
dani1285,mail,102,Danish
dani1285,smart,102,Danish
dutc1256,augment,102,Dutch
dutc1256,canvas,102,Dutch
dutc1256,flop,102,Dutch
dutc1256,label,102,Dutch
hung1274,diploma,102,Hungarian
icel1247,arms,102,Icelandic
indo1316,generator,102,Standard Indonesian
ital1282,corrosive,102,Italian
lati1261,detritus,102,Latin
lati1261,excuses,102,Latin
lati1261,nude,102,Latin
lati1261,stimuli,102,Latin
lati1261,synthesis,102,Latin
olde1238,lean,102,Old English (ca. 450-1100)
poli1260,diagram,102,Polish
poli1260,mule,102,Polish
poli1260,rant,102,Polish
port1283,cries,102,Portuguese
port1283,dissimilar,102,Portuguese
port1283,dome,102,Portuguese
port1283,instructor,102,Portuguese
port1283,tinge,102,Portuguese
port1283,tons,102,Portuguese
roma1327,display,102,Romanian
roma1327,fatal,102,Romanian
roma1327,imperial,102,Romanian
roma1327,masculine,102,Romanian
roma1327,pistol,102,Romanian
roma1327,rival,102,Romanian
roma1327,salon,102,Romanian
scot1243,accept,102,Scots
scot1243,message,102,Scots
soma1255,mas,102,Somali
sout1528,element,102,Serbian-Croatian-Bosnian
sout1528,festival,102,Serbian-Croatian-Bosnian
stan1288,offshore,102,Spanish
stan1288,pitchers,102,Spanish
stan1290,atrium,102,French
stan1290,brigades,102,French
stan1290,muffin,102,French
stan1290,oculus,102,French
stan1290,skateboard,102,French
stan1306,saga,102,Standard Malay
swah1253,saga,102,Swahili
swed1254,cape,102,Swedish
swed1254,opera,102,Swedish
swed1254,prompt,102,Swedish
taga1270,halo,102,Tagalog
taga1270,literal,102,Tagalog
czec1258,cape,101,Czech
czec1258,manifest,101,Czech
czec1258,menu,101,Czech
dani1285,social,101,Danish
dani1285,stir,101,Danish
dani1285,vest,101,Danish
dutc1256,alcohol,101,Dutch
dutc1256,computer,101,Dutch
dutc1256,petroleum,101,Dutch
dutc1256,telegram,101,Dutch
finn1318,ties,101,Finnish
iris1253,teas,101,Irish
nucl1301,sus,101,Turkish
nucl1643,domino,101,Japanese
olde1238,earn,101,Old English (ca. 450-1100)
oldf1239,art,101,Old French (842-ca. 1400)
poli1260,duet,101,Polish
poli1260,idol,101,Polish
poli1260,spleen,101,Polish
port1283,chute,101,Portuguese
port1283,experimental,101,Portuguese
port1283,fitness,101,Portuguese
port1283,roam,101,Portuguese
port1283,zoo,101,Portuguese
roma1327,distinct,101,Romanian
roma1327,elastic,101,Romanian
roma1327,miner,101,Romanian
roma1327,pal,101,Romanian
roma1327,toast,101,Romanian
scot1243,chickens,101,Scots
slov1268,past,101,Slovenian
sout1528,operator,101,Serbian-Croatian-Bosnian
stan1288,bartender,101,Spanish
stan1288,cilantro,101,Spanish
stan1288,kayak,101,Spanish
stan1288,sacrificial,101,Spanish
stan1290,cartons,101,French
stan1290,euthanasia,101,French
stan1290,opposes,101,French
stan1290,optimal,101,French
stan1290,sandwiches,101,French
swed1254,hiss,101,Swedish
swed1254,manifest,101,Swedish
swed1254,roller,101,Swedish
swed1254,smack,101,Swedish
chuu1238,sap,100,Chuukese
czec1258,rival,100,Czech
dani1285,damp,100,Danish
dutc1256,cassette,100,Dutch
dutc1256,diploma,100,Dutch
dutc1256,permanent,100,Dutch
dutc1256,sacrament,100,Dutch
esto1258,king,100,Estonian
iris1253,rum,100,Irish
ital1282,commemorate,100,Italian
ital1282,compost,100,Italian
ital1282,immature,100,Italian
ital1282,legislative,100,Italian
lati1261,duplicate,100,Latin
latv1249,labs,100,Latvian
mars1254,bait,100,Marshallese
nucl1301,risk,100,Turkish
poli1260,infant,100,Polish
poli1260,wok,100,Polish
port1283,abs,100,Portuguese
port1283,predecessor,100,Portuguese
port1283,spa,100,Portuguese
roma1327,mortal,100,Romanian
roma1327,para,100,Romanian
roma1327,ser,100,Romanian
roma1327,vocal,100,Romanian
sout1528,argument,100,Serbian-Croatian-Bosnian
stan1288,legislate,100,Spanish
stan1288,lupus,100,Spanish
stan1288,riders,100,Spanish
stan1288,yogurt,100,Spanish
stan1290,drivers,100,French
stan1290,introspective,100,French
stan1290,rafting,100,French
stan1295,explosives,100,German
stan1306,atom,100,Standard Malay
stan1306,pistol,100,Standard Malay
swah1253,bet,100,Swahili
swed1254,gray,100,Swedish
taga1270,liberal,100,Tagalog
taga1270,page,100,Tagalog
czec1258,export,99,Czech
dani1285,hare,99,Danish
dani1285,mast,99,Danish
dani1285,pose,99,Danish
dutc1256,barricade,99,Dutch
dutc1256,curator,99,Dutch
dutc1256,dialect,99,Dutch
dutc1256,embargo,99,Dutch
dutc1256,research,99,Dutch
finn1318,establishment,99,Finnish
hung1274,para,99,Hungarian
iris1253,bead,99,Irish
iris1253,hop,99,Irish
ital1282,curvature,99,Italian
ital1282,diva,99,Italian
ital1282,sparse,99,Italian
ital1282,sponsor,99,Italian
ital1282,veranda,99,Italian
lati1261,magma,99,Latin
lati1261,perpetuate,99,Latin
lati1261,reformer,99,Latin
manx1243,row,99,Manx
olde1238,tin,99,Old English (ca. 450-1100)
port1283,academia,99,Portuguese
port1283,pulsar,99,Portuguese
roma1327,apt,99,Romanian
stan1288,bypass,99,Spanish
stan1288,cherries,99,Spanish
stan1288,demo,99,Spanish
stan1288,pellets,99,Spanish
stan1290,connexions,99,French
stan1290,grooves,99,French
stan1290,kicker,99,French
stan1290,limitations,99,French
stan1295,permissive,99,German
swah1253,bee,99,Swahili
swed1254,event,99,Swedish
swed1254,neutral,99,Swedish
swed1254,pool,99,Swedish
swed1254,puts,99,Swedish
swed1254,truck,99,Swedish
czec1258,rosy,98,Czech
dani1285,bark,98,Danish
dani1285,bus,98,Danish
dani1285,des,98,Danish
dani1285,planter,98,Danish
dani1285,scene,98,Danish
dutc1256,competent,98,Dutch
dutc1256,elegant,98,Dutch
dutc1256,exploit,98,Dutch
dutc1256,parachute,98,Dutch
dutc1256,sofa,98,Dutch
esto1258,laps,98,Estonian
finn1318,rap,98,Finnish
icel1247,lands,98,Icelandic
icel1247,net,98,Icelandic
indo1316,senior,98,Standard Indonesian
ital1282,commando,98,Italian
ital1282,fide,98,Italian
ital1282,impromptu,98,Italian
ital1282,shaker,98,Italian
lati1261,analysis,98,Latin
lati1261,cadet,98,Latin
lati1261,crate,98,Latin
lati1261,formulas,98,Latin
lati1261,lenient,98,Latin
nucl1301,lens,98,Turkish
nupe1254,kin,98,Nupe-Nupe-Tako
olde1238,writing,98,Old English (ca. 450-1100)
oldf1239,corn,98,Old French (842-ca. 1400)
poli1260,mop,98,Polish
port1283,bluff,98,Portuguese
port1283,compute,98,Portuguese
port1283,conjure,98,Portuguese
port1283,console,98,Portuguese
port1283,inclusive,98,Portuguese
port1283,revise,98,Portuguese
port1283,servitude,98,Portuguese
roma1327,fort,98,Romanian
roma1327,meteor,98,Romanian
roma1327,patron,98,Romanian
roma1327,rural,98,Romanian
sout1528,liberal,98,Serbian-Croatian-Bosnian
stan1288,racks,98,Spanish
stan1288,teens,98,Spanish
stan1288,wok,98,Spanish
stan1290,finals,98,French
stan1290,penalties,98,French
stan1290,referendum,98,French
stan1290,torches,98,French
stan1295,abrasive,98,German
swed1254,cent,98,Swedish
swed1254,fingers,98,Swedish
swed1254,sitter,98,Swedish
swed1254,spiral,98,Swedish
swed1254,sticks,98,Swedish
czec1258,pant,97,Czech
dani1285,est,97,Danish
dani1285,fond,97,Danish
dutc1256,patriot,97,Dutch
dutc1256,poker,97,Dutch
dutc1256,skate,97,Dutch
esto1258,tennis,97,Estonian
hung1274,moss,97,Hungarian
iban1264,mas,97,Iban
icel1247,gift,97,Icelandic
iris1253,lice,97,Irish
ital1282,camping,97,Italian
ital1282,curriculum,97,Italian
ital1282,patina,97,Italian
lati1261,bras,97,Latin
lati1261,commentator,97,Latin
lati1261,continuum,97,Latin
lati1261,decides,97,Latin
lati1261,generator,97,Latin
lati1261,trivia,97,Latin
midd1317,small,97,Middle English
nucl1301,gin,97,Turkish
nucl1301,meteor,97,Turkish
nucl1301,pasta,97,Turkish
oldf1239,present,97,Old French (842-ca. 1400)
poli1260,halo,97,Polish
poli1260,pled,97,Polish
poli1260,psi,97,Polish
port1283,continental,97,Portuguese
port1283,jus,97,Portuguese
port1283,virtual,97,Portuguese
roma1327,academic,97,Romanian
roma1327,budget,97,Romanian
roma1327,dealer,97,Romanian
roma1327,import,97,Romanian
roma1327,indecent,97,Romanian
roma1327,penalty,97,Romanian
roma1327,robust,97,Romanian
slov1268,top,97,Slovenian
sout1528,invalid,97,Serbian-Croatian-Bosnian
stan1288,charts,97,Spanish
stan1288,imam,97,Spanish
stan1288,pickles,97,Spanish
swed1254,accept,97,Swedish
swed1254,token,97,Swedish
tahi1242,taro,97,Tahitian
afri1274,dose,96,Afrikaans
czec1258,elegance,96,Czech
czec1258,element,96,Czech
czec1258,licence,96,Czech
dani1285,problem,96,Danish
dani1285,vent,96,Danish
dutc1256,blouse,96,Dutch
dutc1256,legend,96,Dutch
dutc1256,romance,96,Dutch
ewee1241,eve,96,Ewe
finn1318,bet,96,Finnish
iban1264,jam,96,Iban
icel1247,fern,96,Icelandic
indo1316,sofa,96,Standard Indonesian
ital1282,alma,96,Italian
ladi1251,sin,96,Ladino
lati1261,trades,96,Latin
latv1249,sit,96,Latvian
midd1317,was,96,Middle English
nucl1301,chat,96,Turkish
nucl1301,dine,96,Turkish
oldn1244,egg,96,Old Norse
poli1260,baseball,96,Polish
poli1260,papa,96,Polish
poli1260,senator,96,Polish
port1283,crepe,96,Portuguese
port1283,hash,96,Portuguese
port1283,inactive,96,Portuguese
port1283,laser,96,Portuguese
port1283,mite,96,Portuguese
port1283,poker,96,Portuguese
port1283,recital,96,Portuguese
port1283,voucher,96,Portuguese
