langname,level,gcode,gcode_rule,ref_name,concept,domain,basic,combo_name,word_list,source,sign,reference,url,scholarly,page,comments
Old Chinese,single,oldc1244,NA,NA,luxuriant,adjective,1,luxuriantcombo,NA,NA,positive,"Sampson, G. (2020). Voices from Early China: the odes demystified",https://books.google.com.au/books?id=cyTvDwAAQBAJ&printsec=copyright&redir_esc=y#v=snippet&q=luxuriant&f=false,1,NA,NA
Old Chinese,single,oldc1244,NA,NA,sad,adjective,1,sadcombo,NA,NA,positive,"Sampson, G. (2020). Voices from Early China: the odes demystified",https://books.google.com.au/books?id=cyTvDwAAQBAJ&printsec=copyright&redir_esc=y#v=snippet&q=luxuriant&f=false,1,NA,NA
Filomeno Mata Totonac,single,filo1235,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Santiago, J. (2009). Colores y olores: un estudio lingüístico entre los totonaco de Filomeno Mata, Veracruz (Doctoral dissertation, Tesis de licenciatura, Universidad Veracruzana). MCFARLAND, TERESA. 2010. Ideophones and templatic morphology in Totonac. Rara & rarissima: Documenting the fringes of linguistic diversity, eds. Jan Wohlgemuth and Michael Cysouw, pp. 235–246. Berlin: de Gruyter. MacKay (unpublished data)",NA,1,NA,"Quoted in o’Meara, C., Kung, S. S., & Majid, A. (2019). The challenge of olfactory ideophones: Reconsidering ineffability from the Totonac-Tepehua perspective. International Journal of American Linguistics, 85(2), 173-212."
Hindi,single,hind1269,NA,NA,kinship,noun,0,kinshipcombo,NA,NA,positive,"Sedivy, Memory speaks",NA,1,99,"Cites Lal, ""Three worlds: Inheritance and Experience"", in ""Translating Lives: Living with Two Languages and Cultures, ed Besemeres and Wierzbicka"
Korean,single,kore1280,NA,NA,honorific,various,1,honorificcombo,NA,wordnet,positive,"Sedivy, Memory speaks",NA,1,98,"Cites Wong, ""The system of honorifics in the Korean language"", retrieved from City University of Hong Kong, Institutional Repository, 2011"
Tłı̨chǫ,single,dogr1252,NA,NA,bodies of water,noun,1,bodiesofwatercombo,water,wordnet,positive,"Sedivy, Memory speaks",NA,1,211,"Cites Saxon et al, Dogrib Knowledge on Placenames, Caribou and Habitat. https://www.gov.nt.ca/sites/ecc/files/wkss_dogrib_knowledge_2002.pdf"
Matsigenka,single,mach1267,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Shepard Jr, G. H. (2016). Botanies of desire: fragrance, healing and sexual attraction in two Amazonian societies. Words for Odours: Language Skills and Cultural Insights (Barkat-Defradas, M. and Motte-Florac, E., eds), 69-88.",NA,1,NA,NA
Yora,single,yora1241,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Shepard Jr, G. H. (2016). Botanies of desire: fragrance, healing and sexual attraction in two Amazonian societies. Words for Odours: Language Skills and Cultural Insights (Barkat-Defradas, M. and Motte-Florac, E., eds), 69-88.",NA,1,NA,NA
Japanese,single,nucl1643,NA,NA,"taste, food expression",noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Shino, N., Yamanishi, R., Nishihara, Y., & Fukumoto, J. (2016). A Framework to Collect Japanese Expression for Food Taste and Texture. Procedia Computer Science, 96, 1067-1074.",https://core.ac.uk/download/pdf/82248559.pdf,1,NA,Quoted in https://www.nytimes.com/2023/05/08/t-magazine/food-texture-eating.html
Niuean,single,niue1239,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Sperlich, Wolfgang, ed. 1997. Tohi vagahau Niue. Niue Language Dictionary. Honolulu: Government of Niue and Department of Linguistics, University of Hawai’i.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Niuean,single,niue1239,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Sperlich, Wolfgang, ed. 1997. Tohi vagahau Niue. Niue Language Dictionary. Honolulu: Government of Niue and Department of Linguistics, University of Hawai’i.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Aguaruna,single,agua1253,NA,NA,plant,noun,0,plantcombo,NA,historical thesaurus of english,positive,"Stanlaw, J., Adachi, N., & Salzmann, Z. (2018). Language, culture, and society: An introduction to linguistic anthropology. Routledge.","https://books.google.com/books?hl=en&lr=&id=EpRXDwAAQBAJ&oi=fnd&pg=PT10&dq=Language,+Culture,+and+Society:+An+Introduction+to+Linguistic+Anthropology&ots=x7PZ2_kUbt&sig=8EjNAA1_HY7O89-Yxqwbt17XhK4",1,18,NA
Agta,group,NA,langname_contains,Agta,to fish,verb,1,tofishcombo,NA,NA,positive,"Stanlaw, J., Adachi, N., & Salzmann, Z. (2018). Language, culture, and society: An introduction to linguistic anthropology. Routledge.","https://books.google.com/books?hl=en&lr=&id=EpRXDwAAQBAJ&oi=fnd&pg=PT10&dq=Language,+Culture,+and+Society:+An+Introduction+to+Linguistic+Anthropology&ots=x7PZ2_kUbt&sig=8EjNAA1_HY7O89-Yxqwbt17XhK4",1,17,NA
German,group,NA,langname_contains,German,beer,noun,1,beercombo,beer,wordnet,positive,"Stanlaw, J., Adachi, N., & Salzmann, Z. (2018). Language, culture, and society: An introduction to linguistic anthropology. Routledge.","https://books.google.com/books?hl=en&lr=&id=EpRXDwAAQBAJ&oi=fnd&pg=PT10&dq=Language,+Culture,+and+Society:+An+Introduction+to+Linguistic+Anthropology&ots=x7PZ2_kUbt&sig=8EjNAA1_HY7O89-Yxqwbt17XhK4",1,19,NA
Kumam,single,kuma1275,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Storch, A. (2005). The noun morphology of Western Nilotic.",NA,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Kumam,single,kuma1275,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2005). The noun morphology of Western Nilotic.",NA,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Mayak,single,buru1301,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Storch, A. (2005). The noun morphology of Western Nilotic.",NA,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Mayak,single,buru1301,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2005). The noun morphology of Western Nilotic.",NA,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Chopi,single,chop1243,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Storch, A. (2011). Grammatical Categories of the Noun in Chopi (southern Lwoo). Research Institute for Languages and Cultures of Asia and Africa.",http://repository.tufs.ac.jp/bitstream/10108/74629/1/SNL_3_2.pdf,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Chopi,single,chop1243,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2011). Grammatical Categories of the Noun in Chopi (southern Lwoo). Research Institute for Languages and Cultures of Asia and Africa.",http://repository.tufs.ac.jp/bitstream/10108/74629/1/SNL_3_2.pdf,1,NA,"Quoted in Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill."
Chopi,single,chop1243,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/downloadpdf/book/edcoll/9789004210127/B9789004210127_003.pdf,1,NA,NA
Kumam,single,kuma1275,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/downloadpdf/book/edcoll/9789004210127/B9789004210127_003.pdf,1,NA,NA
Luwo,single,luwo1239,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/display/book/edcoll/9789004210127/B9789004210127_003.xml,1,NA,NA
Luwo,single,luwo1239,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/display/book/edcoll/9789004210127/B9789004210127_003.xml,1,NA,NA
Luwo,single,luwo1239,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/downloadpdf/book/edcoll/9789004210127/B9789004210127_003.pdf,1,NA,NA
Mayak,single,buru1301,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Storch, A. (2013). 2 Knowing, Smelling and Telling Tales in Luwo. In Perception and cognition in language and culture (pp. 47-68). Brill.",https://brill.com/downloadpdf/book/edcoll/9789004210127/B9789004210127_003.pdf,1,NA,NA
Indonesian,group,NA,langname_contains,Indonesian,rice,noun,1,ricecombo,rice,wordnet,positive,"Sumarni, L. (2020). Translation from theory to practice. Sanata Dharma University Press.",https://people.usd.ac.id/~dosen/repository/sumarni/translation.pdf,1,30,NA
Arabic,group,NA,langname_contains,Arabic,camel,noun,1,camelcombo,camel,wordnet,positive,"Sweet, H. (1900). The practical study of languages: A guide for teachers and learners. H. Holt.",https://files.eric.ed.gov/fulltext/ED033624.pdf,1,162,"Quoted in Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell."
Tobelo,single,tobe1252,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Taylor, Paul M. 1990. The Folk Biology of the Tobelo People. A Study in Folk Classification. Washington, DC: Smithsonian Institution Press.",https://www.jstor.org/stable/40463916,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Gilbertese,single,gilb1244,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Thaman, Randy, and Temakai Tebano. N. d. Kiribati plant and fish names. A preliminary listing. Atoll Research Programme, University of the South Pacific.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Semai,single,sema1266,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Tufvesson, S. (2011). Analogy-making in the Semai sensory world. The Senses and Society, 6(1), 86-95.",https://pure.mpg.de/rest/items/item_446269_10/component/file_752557/content,1,NA,NA
Sinasina,single,sina1271,NA,NA,sweet potato,compound,1,sweetpotatocombo,NA,NA,positive,"Turner, C. V. (2002). Biblical Bible Translating. Sovereign Grace Publishers,.","https://books.google.com.au/books?hl=en&lr=&id=5p8cDQBwzY0C&oi=fnd&pg=PA1&dq=Turner,+biblical+bible+translating&ots=gkhavh6_y0&sig=4F8N73C7ukrJ9yYUsznvzUOpvvM&redir_esc=y#v=onepage&q=crocodile&f=false",1,61,NA
Iwam,group,NA,langname_contains,Iwam,crocodile,noun,1,crocodilecombo,crocodile,wordnet,positive,"Turner, C. V. (2002). Biblical Bible Translating. Sovereign Grace Publishers,.","https://books.google.com.au/books?hl=en&lr=&id=5p8cDQBwzY0C&oi=fnd&pg=PA1&dq=Turner,+biblical+bible+translating&ots=gkhavh6_y0&sig=4F8N73C7ukrJ9yYUsznvzUOpvvM&redir_esc=y#v=onepage&q=crocodile&f=false",1,61,NA
Kapsiki,single,psik1239,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Van Beek, W. E. (1992). The dirty smith: Smell as a social frontier among the Kapsiki/Higi of North Cameroon and North-Eastern Nigeria. Africa, 62(1), 38-58.",https://www.cambridge.org/core/journals/africa/article/dirty-smith-smell-as-a-social-frontier-among-the-kapsikihigi-of-north-cameroon-and-northeastern-nigeria/F19ACE3EAB49BB3212B9D394C0BA99F1,1,NA,NA
Mapudungun,single,mapu1245,NA,NA,hunger,noun,1,hungercombo,"hunger, hungriness",wordnet,positive,"Von der Gabelentz, G. (1969). Die Sprachwissenschaft (Vol. 1). Рипол Классик.",https://library.oapen.org/bitstream/id/5a92efd8-966a-4858-80f7-7eb4a5922036/611696.pdf,1,509,"Quoted in Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell."
Bedouin Arabic,single,nort3139,NA,NA,camel,noun,1,camelcombo,camel,wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Garo,single,garo1247,NA,NA,ant,noun,1,antcombo,"ant, emmet, pismire",wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Garo,single,garo1247,NA,NA,basket,noun,1,basketcombo,"basket, handbasket",wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Garo,single,garo1247,NA,NA,rice,noun,1,ricecombo,rice,wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Japanese,single,nucl1643,NA,NA,honorific,various,1,honorificcombo,NA,wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Kilivila,single,kili1267,NA,NA,yam,noun,1,yamcombo,yam,wordnet,positive,"Wardhaugh, R., & Fuller, J. M. (2021). An introduction to sociolinguistics. John Wiley & Sons.",https://lms.su.edu.pk/download?filename=1606894400-blackwell-textbooks-in-linguistics-4-ronald-wardhaugh-an-introduction-to-sociolinguistics-wiley-blackwell-2010.pdf&lesson=46792,1,225,NA
Roviana,single,rovi1238,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Waterhouse, J. H. Lawry. (1949). A Roviana and English Dictionary with English–Roviana Index and List of Natural History Objects. Revised and enlarged by L. M. Jones. Sydney: Epworth Printing and Publishing House.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Roviana,single,rovi1238,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Waterhouse, J. H. Lawry. (1949). A Roviana and English Dictionary with English–Roviana Index and List of Natural History Objects. Revised and enlarged by L. M. Jones. Sydney: Epworth Printing and Publishing House.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Tlachichilco Tepehua,single,tlac1235,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Watters, J. K. (1988). Topics in Tepehua grammar. University of California, Berkeley.",https://escholarship.org/content/qt4c86663j/qt4c86663j.pdf,1,NA,"Quoted in o’Meara, C., Kung, S. S., & Majid, A. (2019). The challenge of olfactory ideophones: Reconsidering ineffability from the Totonac-Tepehua perspective. International Journal of American Linguistics, 85(2), 173-212."
Polish,single,poli1260,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Wawrzyniak, S. (2016). Kunuka kama... or on the Swahili Perception of Smells. Words for odours: Language skills and cultural insights, 147.",https://books.google.com/books?hl=en&lr=&id=lt_6DAAAQBAJ&oi=fnd&pg=PR5&dq=Sandra+Wawrzyniak+on+the+Swahili+Perception+of+Smells&ots=pzEQji2fYk&sig=IsiQbZ4QXsOt_ylRZxG_Jij-c3g,1,NA,NA
Swahili,group,NA,langname_contains,Swahili,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Wawrzyniak, S. (2016). Kunuka kama... or on the Swahili Perception of Smells. Words for odours: Language skills and cultural insights, 147.",https://books.google.com/books?hl=en&lr=&id=lt_6DAAAQBAJ&oi=fnd&pg=PR5&dq=Sandra+Wawrzyniak+on+the+Swahili+Perception+of+Smells&ots=pzEQji2fYk&sig=IsiQbZ4QXsOt_ylRZxG_Jij-c3g,1,NA,NA
Cheke Holo,single,chek1238,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"White, Geoffrey M. (1988). Cheke Holo (Maringe/Hograno) Dictionary. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/145429/1/PL-C97.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Cheke Holo,single,chek1238,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"White, Geoffrey M. (1988). Cheke Holo (Maringe/Hograno) Dictionary. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/145429/1/PL-C97.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Australian languages,group,NA,area_equals_to,Australia,kinship,noun,0,kinshipcombo,NA,NA,positive,"Wierzbicka, A. (1997). Understanding cultures through their key words: English, Russian, Polish, German, and Japanese (Vol. 8). Oxford University Press.",NA,1,NA,NA
Russian,single,russ1263,NA,NA,friend,noun,1,friendcombo,friend,wordnet,positive,"Wierzbicka, A. (1997). Understanding cultures through their key words: English, Russian, Polish, German, and Japanese (Vol. 8). Oxford University Press.",https://books.google.com.au/books?hl=en&lr=&id=p3Q8DwAAQBAJ&oi=fnd&pg=PR7&dq=wierzbicka+understanding+cultures+through+their+key+words&ots=vzuz0ue22x&sig=zja4J8Nu5udZNpl2bYGwM_YDiAU&redir_esc=y#v=onepage&q=wierzbicka%20understanding%20cultures%20through%20their%20key%20words&f=false,1,57,NA
Maniq,single,tong1308,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Wnuk, E., & Majid, A. (2014). Revisiting the limits of language: The odor lexicon of Maniq. Cognition, 131(1), 125-138.",https://pure.mpg.de/rest/items/item_1836294_10/component/file_1913935/content,1,NA,NA
Navajo,single,nava1243,NA,NA,insects,noun,0,insectscombo,insect,wordnet,positive,"Wyman, L. C., & Bailey, F. L. (1964). Navaho Indian ethnoentomology. (No Title).",NA,1,NA,"Quoted in Kelly, L. (2017). The memory code. Simon and Schuster."
Chinese,group,NA,langname_contains,Chinese,to carry,verb,1,tocarrycombo,NA,NA,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,92,NA
Chinese,group,NA,langname_contains,Chinese,to die,verb,1,todiecombo,NA,NA,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,40,NA
Chinese,group,NA,langname_contains,Chinese,white,adjective,1,whitecombo,NA,NA,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,96,NA
Hausa,single,haus1257,NA,NA,time of day,noun,0,timeofdaycombo,"day, dawn, morning, noon, midday, afternoon, evening",historical thesaurus of english,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,30,NA
Hindi,single,hind1269,NA,NA,doctor,noun,1,doctorcombo,"doctor, physician",wordnet,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,93,NA
Hindi,single,hind1269,NA,NA,glance,noun,1,glancecombo,"glance, glimpse",wordnet,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,155,NA
Hindi,single,hind1269,NA,NA,love,noun,1,lovecombo,"love, passion",wordnet,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,45,NA
Suahili,group,NA,langname_contains,Swahili,judge,noun,1,judgecombo,"judge, jurist",wordnet,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,93,NA
Tamil,single,tami1289,NA,NA,fruit,noun,1,fruitcombo,fruit,wordnet,positive,"Zgusta, L. (2010). Manual of lexicography (Vol. 39). Walter de Gruyter.",https://books.google.com/books?hl=en&lr=&id=aZyBzC212BoC&oi=fnd&pg=PA9&dq=zgusta+manual+of+lexicography&ots=YZKqlNPC-J&sig=-ljWDTil0f08bS-BrQc7HOpdMn8,1,155,NA
Lushei,single,lush1249,NA,NA,ant,noun,1,antcombo,"ant, emmet, pismire",wordnet,positive,"Grierson, G. A. (1928). Linguistic survey of India (Vol. 1). Office of the superintendent of government printing, India.",https://archive.org/details/LSIV0-V11/LSI-V3-3/page/n27/mode/2up,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Lushei,single,lush1249,NA,NA,basket,noun,1,basketcombo,"basket, handbasket",wordnet,positive,"Grierson, G. A. (1928). Linguistic survey of India (Vol. 1). Office of the superintendent of government printing, India.",https://archive.org/details/LSIV0-V11/LSI-V3-3/page/n27/mode/2up,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Lushei,single,lush1249,NA,NA,deer,noun,1,deercombo,"deer, cervid",wordnet,positive,"Grierson, G. A. (1928). Linguistic survey of India (Vol. 1). Office of the superintendent of government printing, India.",https://archive.org/details/LSIV0-V11/LSI-V3-3/page/n27/mode/2up,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Venda,single,vend1245,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Gottschling, E. (1905). The Bawenda, a sketch of their history and customs. South African Journal of Science, 3(1), 195-221.",https://journals.co.za/doi/pdf/10.10520/AJA00382353_10357,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Venda,single,vend1245,NA,NA,grass,noun,1,grasscombo,grass,wordnet,positive,"Gottschling, E. (1905). The Bawenda, a sketch of their history and customs. South African Journal of Science, 3(1), 195-221.",https://journals.co.za/doi/pdf/10.10520/AJA00382353_10357,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Venda,single,vend1245,NA,NA,rain,noun,1,raincombo,"rain, rainfall, rainwater",wordnet,positive,"Gottschling, E. (1905). The Bawenda, a sketch of their history and customs. South African Journal of Science, 3(1), 195-221.",https://journals.co.za/doi/pdf/10.10520/AJA00382353_10357,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Venda,single,vend1245,NA,NA,rock,noun,1,rockcombo,"rock, stone",wordnet,positive,"Gottschling, E. (1905). The Bawenda, a sketch of their history and customs. South African Journal of Science, 3(1), 195-221.",https://journals.co.za/doi/pdf/10.10520/AJA00382353_10357,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
Venda,single,vend1245,NA,NA,shrub,noun,1,shrubcombo,"shrub, bush",wordnet,positive,"Gottschling, E. (1905). The Bawenda, a sketch of their history and customs. South African Journal of Science, 3(1), 195-221.",https://journals.co.za/doi/pdf/10.10520/AJA00382353_10357,1,NA,"Quoted by Lévy-Bruhl, L. (2018). Revival: How natives think (1926). Routledge."
